timestamp,temperature,humidity,wind_speed,wind_dir,station_id,lat,lon,station_type,traffic_density,industrial_activity,pm25
2024-01-01 00:00:00,24.16658713408904,84.52938990122688,5.662881268667412,39.984391937833564,CAAQMS_01,13.0827,80.2707,reference,5.0,48.352129026056,43.39896490130264
2024-01-01 01:00:00,23.032106567383476,75.93804543105288,5.397016722177762,101.09271502944021,CAAQMS_01,13.0827,80.2707,reference,5.0,51.149971548126835,43.541049266688006
2024-01-01 02:00:00,23.64768853810069,78.25907288947144,3.681021558703706,112.41997868235534,CAAQMS_01,13.0827,80.2707,reference,6.965865515409809,59.09962419157185,56.632878334924925
2024-01-01 03:00:00,24.693400724962686,88.20520786444959,1.5818477084845106,141.306706733457,CAAQMS_01,13.0827,80.2707,reference,12.293369322431227,57.07243344978044,50.51456594003627
2024-01-01 04:00:00,23.435719606354475,83.84470824740629,2.8016117403993257,161.1243308955768,CAAQMS_01,13.0827,80.2707,reference,5.0,60.2245140409073,47.79974615689137
2024-01-01 05:00:00,24.230329137118083,79.68668503603482,1.450865627340966,44.32076136774591,CAAQMS_01,13.0827,80.2707,reference,8.233974674791213,58.07745949955557,58.75711534837456
2024-01-01 06:00:00,27.07921281550739,77.59216966532696,1.4713833182502432,53.51141199553478,CAAQMS_01,13.0827,80.2707,reference,11.584729699887468,58.440294107556724,52.184364801679536
2024-01-01 07:00:00,27.473339503640307,75.62019420334616,2.6885865398878885,33.408996348842265,CAAQMS_01,13.0827,80.2707,reference,31.656866537899944,61.823227881390565,69.3961053806333
2024-01-01 08:00:00,27.53052561406505,67.30120159845319,3.64020686008032,79.46910634018585,CAAQMS_01,13.0827,80.2707,reference,39.22692226429479,55.961101614741324,72.8569536208364
2024-01-01 09:00:00,29.836655269098568,62.22619069645063,2.899951233176419,110.98612685008506,CAAQMS_01,13.0827,80.2707,reference,51.91494492426016,56.24064027605493,69.18743102767725
2024-01-01 10:00:00,30.036582307187537,63.47922627548841,3.8088330125989636,134.4300532465096,CAAQMS_01,13.0827,80.2707,reference,41.858317087502634,55.06805482214446,68.14051511791571
2024-01-01 11:00:00,31.06980415236248,54.50153439412663,5.925757809327676,86.58220393608647,CAAQMS_01,13.0827,80.2707,reference,14.062349749228678,52.81093565470532,40.72633179801662
2024-01-01 12:00:00,32.57208929048822,59.05088272180578,5.240753179488569,75.60686145353202,CAAQMS_01,13.0827,80.2707,reference,18.057196470328947,49.64181342996769,52.27517455428489
2024-01-01 13:00:00,30.916348886787546,46.998194584474774,8.378140249487958,96.82910965119332,CAAQMS_01,13.0827,80.2707,reference,11.814544474994273,48.20344911116664,40.83182297095956
2024-01-01 14:00:00,31.275082167486968,60.14577818662822,7.065509645631544,52.418569426648965,CAAQMS_01,13.0827,80.2707,reference,12.695779529271164,46.38571151163562,44.80333202399587
2024-01-01 15:00:00,32.26734160220437,57.87410001772919,5.360557584403825,184.0292424762648,CAAQMS_01,13.0827,80.2707,reference,30.368750479894466,44.39820727905319,49.07053869187986
2024-01-01 16:00:00,31.317295898587766,58.2897676148028,8.351417832457848,17.655253779687357,CAAQMS_01,13.0827,80.2707,reference,5.0,39.36813834481997,25.749113622622993
2024-01-01 17:00:00,31.84978123852801,64.30685320192936,8.278935863749982,98.3133260503076,CAAQMS_01,13.0827,80.2707,reference,33.33866539707022,39.77243154125173,51.59052792247629
2024-01-01 18:00:00,29.59197592447879,70.82737222231287,9.289752754082745,181.06227986533378,CAAQMS_01,13.0827,80.2707,reference,39.714793790063545,42.38952572375388,42.43122533946804
2024-01-01 19:00:00,27.881791524177316,71.18956464855283,8.570958830137164,90.3059930051999,CAAQMS_01,13.0827,80.2707,reference,51.43664452257056,42.13003611225706,57.817390113666114
2024-01-01 20:00:00,29.465648768921554,60.795628843341774,7.459620227369542,81.44824342493274,CAAQMS_01,13.0827,80.2707,reference,40.9244700963529,38.594027059193486,57.73377381544443
2024-01-01 21:00:00,26.48012847400086,67.4844008428593,5.897022107270277,73.91495597353078,CAAQMS_01,13.0827,80.2707,reference,22.593995979867486,43.63189198883893,49.3812570203961
2024-01-01 22:00:00,25.567528204687925,74.3759071115216,6.290976742713975,81.88237432069165,CAAQMS_01,13.0827,80.2707,reference,11.36680434128078,41.043549501250375,51.730953814985
2024-01-01 23:00:00,23.03971790785381,80.73705696885239,4.925936681098263,151.77818136044385,CAAQMS_01,13.0827,80.2707,reference,12.380169233414414,47.50567935309552,52.48048380042161
2024-01-02 00:00:00,23.125490256552624,85.57867615911219,4.419476550195277,350.4662139901722,CAAQMS_01,13.0827,80.2707,reference,5.0,53.795534033491954,44.00321742744578
2024-01-02 01:00:00,23.281293458264525,80.86016832856869,4.812121269113047,159.00451655833464,CAAQMS_01,13.0827,80.2707,reference,13.752900339015817,50.692405016487236,49.60145038528121
2024-01-02 02:00:00,21.8490064225777,85.9338338223854,5.169904504351406,25.92192813974347,CAAQMS_01,13.0827,80.2707,reference,7.919219380269416,53.33135390901683,47.44479571803612
2024-01-02 03:00:00,23.546068886900333,80.71197273256941,3.2733511862633384,78.00064518445133,CAAQMS_01,13.0827,80.2707,reference,5.0,58.59912737501119,42.17194298301477
2024-01-02 04:00:00,23.069234291159002,79.93279204180683,1.2060407266114996,70.68400108656022,CAAQMS_01,13.0827,80.2707,reference,7.8271538754700405,55.57465100742509,47.987473090530166
2024-01-02 05:00:00,24.172772344273987,73.5732962335571,2.5468251893529357,116.48489713968239,CAAQMS_01,13.0827,80.2707,reference,17.01837163986223,58.3937482031206,53.36401996241224
2024-01-02 06:00:00,24.898293387770604,72.88383376944547,3.196631486645651,18.084404165231362,CAAQMS_01,13.0827,80.2707,reference,11.539293547393457,61.192882275163505,43.51812276245222
2024-01-02 07:00:00,28.558182958996333,67.12386264845614,1.4924396168134133,110.79776997368742,CAAQMS_01,13.0827,80.2707,reference,26.507445737905805,58.39068656751188,61.76892356188539
2024-01-02 08:00:00,27.986502775262068,65.12063373511333,2.2679066219737662,181.09393304790837,CAAQMS_01,13.0827,80.2707,reference,37.49724994428174,58.188314063422446,64.56916680138747
2024-01-02 09:00:00,28.236384296556704,71.3859233065014,2.8933678511695544,28.657169793323533,CAAQMS_01,13.0827,80.2707,reference,53.78960925017361,58.55943923249554,65.62066172077384
2024-01-02 10:00:00,31.32254491210319,57.75300555584028,2.7151016869177598,98.5367775424678,CAAQMS_01,13.0827,80.2707,reference,44.57957008101634,55.843092167073124,69.1652647650068
2024-01-02 11:00:00,30.314690255961715,72.55530860638873,4.871823298536297,60.210801999152594,CAAQMS_01,13.0827,80.2707,reference,33.95822631474674,53.12182724361602,63.21655068066989
2024-01-02 12:00:00,32.53899061392695,59.476208447637866,4.8790518513922185,109.16492427868661,CAAQMS_01,13.0827,80.2707,reference,13.33834065967418,49.32175544145992,47.62580352383863
2024-01-02 13:00:00,30.86995900756557,56.43529322413834,6.19598957921459,90.86164998370884,CAAQMS_01,13.0827,80.2707,reference,14.080835971502367,48.15193177951271,42.889191648867744
2024-01-02 14:00:00,31.67181395110157,50.70821109909393,5.6125078221979,61.13308909300606,CAAQMS_01,13.0827,80.2707,reference,10.64477402859294,44.75253463980049,44.516423352247855
2024-01-02 15:00:00,33.026490367314466,59.01266200270893,6.683862043236233,111.95425281919833,CAAQMS_01,13.0827,80.2707,reference,17.216920857027905,43.8445434079861,47.42801134247926
2024-01-02 16:00:00,33.0685935989176,54.13142981204455,8.320457569181087,171.19566494040345,CAAQMS_01,13.0827,80.2707,reference,10.621998449126608,40.34588191191966,38.41496373611677
2024-01-02 17:00:00,31.706902187122708,60.00344735542859,7.524944326775438,81.40932937227156,CAAQMS_01,13.0827,80.2707,reference,28.440208712651085,39.975603788350234,43.057696162904165
2024-01-02 18:00:00,30.38435171761176,75.30042269134397,9.726963851233405,122.38910739666818,CAAQMS_01,13.0827,80.2707,reference,40.17854490648191,38.02008441489597,52.53799569440956
2024-01-02 19:00:00,28.992991529923316,65.63741482483893,7.498141293252603,31.80271689579763,CAAQMS_01,13.0827,80.2707,reference,49.679059115013025,40.27072651709684,64.4911953490534
2024-01-02 20:00:00,26.521478009632574,75.74636663142837,7.822760937105202,46.96036304318961,CAAQMS_01,13.0827,80.2707,reference,41.61079374510097,39.71774423489792,51.89667281206761
2024-01-02 21:00:00,25.98606056609269,70.36640355090837,8.053911175432733,111.25828250461699,CAAQMS_01,13.0827,80.2707,reference,25.97637962899109,40.70083928781054,57.130169169853474
