timestamp,temperature,humidity,wind_speed,wind_dir,station_id,lat,lon,station_type,traffic_density,industrial_activity,pm25_lcs,pm25_ref,pm25_calibrated_lr,pm25_calibrated_xgb
2024-01-01 00:00:00,24.16658713408904,84.52938990122688,5.662881268667412,39.98439193783357,LCS_01,13.188286091568589,80.32877428853668,low_cost,5.0,48.352129026056,59.33540314885288,45.99381215883295,48.607546645030666,47.932873
2024-01-01 01:00:00,23.03210656738348,75.93804543105288,5.397016722177762,101.0927150294402,LCS_01,13.188286091568589,80.32877428853668,low_cost,5.0,51.14997154812684,45.17244906618415,35.61601893752607,42.792600347520775,39.230503
2024-01-01 02:00:00,23.64768853810069,78.25907288947144,3.681021558703706,112.41997868235534,LCS_01,13.188286091568589,80.32877428853668,low_cost,6.965865515409809,59.09962419157185,63.65529902505546,49.67953502589536,49.42614184112077,49.250633
2024-01-01 03:00:00,24.69340072496269,88.20520786444959,1.5818477084845106,141.306706733457,LCS_01,13.188286091568589,80.32877428853668,low_cost,12.293369322431229,57.07243344978044,59.081619804718265,51.83384362570851,48.8907311879978,50.186382
2024-01-01 04:00:00,23.435719606354475,83.84470824740629,2.8016117403993257,161.1243308955768,LCS_01,13.188286091568589,80.32877428853668,low_cost,5.0,60.2245140409073,52.17394500025392,55.75263642709091,46.13092496274513,52.651962
2024-01-01 05:00:00,24.230329137118083,79.68668503603482,1.450865627340966,44.32076136774591,LCS_01,13.188286091568589,80.32877428853668,low_cost,8.233974674791213,58.07745949955557,78.74166157535882,58.93100339002618,54.77324730209354,52.8584
2024-01-01 06:00:00,27.07921281550739,77.59216966532696,1.4713833182502432,53.51141199553478,LCS_01,13.188286091568589,80.32877428853668,low_cost,11.584729699887468,58.44029410755672,69.1423576543976,44.78960772251728,50.78483979408763,53.276627
2024-01-01 07:00:00,27.473339503640307,75.62019420334616,2.6885865398878885,33.408996348842265,LCS_01,13.188286091568589,80.32877428853668,low_cost,31.656866537899944,61.823227881390565,82.86965107015182,64.78326567395399,55.27382243329528,60.91296
2024-01-01 08:00:00,27.53052561406505,67.30120159845319,3.64020686008032,79.46910634018585,LCS_01,13.188286091568589,80.32877428853668,low_cost,39.22692226429479,55.96110161474133,69.35785078147647,69.96908122976413,49.55468490533442,61.160908
2024-01-01 09:00:00,29.836655269098568,62.22619069645063,2.899951233176419,110.98612685008506,LCS_01,13.188286091568589,80.32877428853668,low_cost,51.91494492426016,56.24064027605493,101.36837002556751,70.26301135081819,59.77414956450508,67.827065
2024-01-01 10:00:00,30.036582307187537,63.47922627548841,3.808833012598964,134.4300532465096,LCS_01,13.188286091568589,80.32877428853668,low_cost,41.85831708750264,55.06805482214446,98.66922419689315,68.379021710051,58.95786921723834,65.97487
2024-01-01 11:00:00,31.06980415236248,54.50153439412663,5.925757809327676,86.58220393608647,LCS_01,13.188286091568589,80.32877428853668,low_cost,14.062349749228678,52.81093565470532,53.938914390041845,48.25062054285134,42.15109088863197,44.703667
2024-01-01 12:00:00,32.57208929048822,59.05088272180578,5.240753179488569,75.60686145353202,LCS_01,13.188286091568589,80.32877428853668,low_cost,18.057196470328947,49.64181342996769,58.74130248969045,50.20980922370897,44.16676817574039,44.244793
